network_traffic_volume,number_of_logins,number_of_failed_logins,number_of_accessed_files,number_of_email_sent,cpu_usage,memory_usage,disk_io,network_latency,number_of_processes,label
106.62526862807128,8,0,15,3,19.28805142131014,29.294705968802223,302.06634159385015,9.793743875297249,56,0
119.51090254244718,5,2,10,1,43.332105613800444,59.37665819373421,327.7483582499307,8.961948562163704,54,0
90.4165152430942,5,0,7,4,37.5204638361883,76.72099574901287,367.17732533110257,8.218029116093138,59,0
96.28682046672365,6,0,9,2,30.205017293676686,58.49911749252634,268.8141982541804,11.31361165701896,48,0
77.87330051987944,7,2,10,3,30.003186114650685,59.568474743898875,284.0791573140848,12.71671433286121,67,0
76.07586751838659,2,0,12,4,24.427186903854466,63.050903253612255,300.80183315067393,12.126871443734919,51,0
116.25051644788397,1,2,11,5,32.70084411347764,75.64562043013278,344.9799368989703,11.212299399516938,51,0
127.12480057141646,7,0,6,2,40.88092463208589,68.14840940028657,345.75860753593116,7.0487745072341195,52,0
98.55979756839332,5,0,7,4,22.968435377441864,56.59504583409536,288.45679444010324,9.296651514312456,68,0
120.07065795784048,4,2,7,5,14.666079110812696,63.558371009540025,224.5695272810145,13.89460845777935,58,1
107.23272050095268,4,1,6,4,37.03218254856744,36.71097611802334,312.30919721479836,12.24390098383045,49,0
87.09760490789752,3,1,13,5,33.243659742438005,61.64440386120983,254.08419313357993,6.92499356353055,45,0
107.22791211016828,8,2,10,1,18.798011985588204,34.91666043224379,225.50318976798889,9.888818953601458,52,0
130.76073132931938,7,0,11,3,22.66608629085882,44.4946637205256,236.80642196331416,10.726196865322077,53,1
99.28347921780097,1,0,10,5,21.408957259498592,3.761567372851438,316.31905039227803,8.475683073947561,46,0
131.29287311628013,2,0,16,1,22.75467730965751,56.02144489051193,368.0518680466404,5.3815919571823025,41,0
47.60509791820511,4,1,11,0,26.763172459588123,40.34191983337471,301.9447258118122,10.197648090032864,32,0
116.43805008750448,6,1,8,1,27.334526957192526,66.66717822806694,310.56903273229824,8.424483484759122,44,0
101.74094136476343,4,1,9,2,23.4920634493154,55.852889159081045,359.1447469438963,8.432316521830632,44,0
94.01985299068265,6,0,13,3,22.418361805000718,66.86143842052438,222.7772545458223,9.290639280138484,36,0
101.83521553071004,8,0,12,1,27.712156560806186,33.746051829911934,326.0088210800136,9.732648170690377,62,0
60.248621707982146,7,0,8,2,31.676915348595614,65.5757905573945,299.42051078405893,9.981834411808627,46,1
95.60656224324975,5,2,12,2,26.837034636351554,81.5878451654499,328.30287294160337,8.232020202155997,46,0
107.14225143023492,2,1,6,5,41.58667023341302,61.46237449897841,275.8258045798092,9.559580940731845,49,0
129.55788089483033,1,0,7,1,35.08087714420786,61.85523513038433,259.1031354786759,6.48515325919449,54,0
89.63459563452705,7,0,10,3,14.091541431413042,52.54396514592403,307.0254452142803,10.622078130736156,43,0
83.83012794213624,4,1,8,2,35.23727765413854,42.12996829151954,382.4595661667231,4.287449173317685,61,0
89.96485912830927,1,0,9,4,36.05543982585583,61.41788559052263,343.04550522707314,9.42101983913276,56,0
118.30804235404148,6,0,6,5,25.652650318758088,27.408756343968975,274.61536149099544,11.838372307353907,49,0
106.57502219319369,5,0,14,3,15.048024126968444,43.73367312618775,232.951398200936,7.881318625450347,54,0
89.40479592465923,8,1,9,3,30.08066759411136,23.434147964942266,215.89663581511073,11.4328604073148,48,0
110.26534866226712,5,0,12,3,29.92291348517756,39.44515434027376,365.80497259252405,12.311465424241785,36,0
101.9415509869608,4,1,12,2,18.78353763466805,59.63067637840342,252.24588559320864,3.384200095005223,53,0
119.37289981065778,10,2,12,3,15.487807837400645,57.58090064330695,283.7243293502532,9.697274192848516,42,0
85.95893812245295,7,1,10,6,29.124464535465606,50.763705433032094,366.0605563038788,4.24845314474345,62,0
93.44675706804463,4,1,10,2,27.66922807949178,52.55601491093016,219.3049272260504,9.763583108858107,53,0
92.15783693735685,8,0,14,1,25.827346346776064,21.712030732036858,374.61322547375295,9.985657578037346,48,0
70.72970103735763,5,3,15,3,29.165892652534385,44.411565791436274,287.3179773053749,5.034912028178323,45,1
105.92240554129152,5,1,8,1,18.97223626179681,39.77972590347185,242.57083423806307,13.849676724159732,48,0
105.22110544359779,5,0,5,4,25.65179387133886,40.11410464228189,287.63245364255437,10.57203161526925,50,0
100.10226913284922,2,1,11,5,35.333250306143476,58.9936794172063,263.8701609299261,8.30195313583593,47,0
95.30825733249706,3,1,15,2,26.500299196487113,37.09239010242034,322.0409899452858,12.930758854997038,43,0
71.69258515899172,4,1,5,3,13.28027528207448,40.929787248088836,267.5933783056111,6.4087735587153665,65,0
91.58709354469282,9,2,10,0,25.273077222764282,18.693961314357253,204.41788945404784,7.541657932963366,49,0
93.14570966946461,0,0,8,1,19.298415364931394,45.58815229435746,288.97187327955055,5.401088952660203,54,0
83.95445461556761,5,1,11,7,32.67136296461731,33.6824367842957,232.17274738567306,13.602090393078669,42,0
96.77428576667981,5,2,10,6,33.18837403380425,51.188043930344655,310.215994199416,10.664692742944007,56,0
108.08101713629077,5,1,17,2,13.41225374913969,35.73337929886303,240.6434833858338,11.31880357969699,41,0
137.7237180242106,5,0,10,2,37.59012970582189,51.568133683238244,275.5993598413957,10.602002467836952,52,0
103.49155625663678,4,2,9,3,18.878136987214415,47.829713588864855,309.1293902107168,11.14753552228917,48,0
105.15100781445528,9,0,5,4,45.591822904823516,75.08062659563481,289.3770637482865,10.15615542779198,54,0
98.51108168467665,6,1,8,3,29.512237354993832,57.45826970679791,312.52151415005227,10.541842685414883,44,0
61.62457569401917,2,1,10,4,17.536065014608376,22.405431911565454,334.01435828588785,10.2152068724459,51,0
99.46972249101566,6,2,11,1,18.580139293073188,31.026667338459372,242.1033150134347,8.782816388861443,36,0
101.20460419882053,6,1,10,4,33.480952917873445,50.828120134885,296.7801229687646,9.906750469570662,55,0
149.26484224970574,6,1,10,3,26.087001101016224,36.05228077411024,133.52481012459353,10.547189146523355,52,0
96.15278070437755,5,2,8,4,29.033460903818593,5.474473546462221,312.36666508412617,10.221098239104261,49,0
106.03094684667225,2,0,16,4,46.1278023269704,70.24319470750615,284.9592934812579,7.0444557844933655,59,0
99.30576460589513,5,1,4,4,23.007559357709248,60.80336025358112,250.82751182610144,7.310026662783182,65,0
76.62643924760935,3,1,15,3,30.599628576957066,57.814653102376575,315.7859711148262,12.165682867832782,40,0
122.85645629030041,3,1,9,0,44.19844487373053,40.89015431793627,358.6348788592534,9.386011908233197,48,0
115.03866065373549,3,0,9,4,32.705134754664,56.415151565148946,276.19911262005286,11.16945069407188,42,0
115.82063894086093,6,2,11,3,13.933972646419942,39.43459513668678,252.759275487914,7.815760180555207,36,0
81.81225090410521,6,0,7,6,35.053890117321366,53.07285950326536,308.2512631219356,7.05370824670694,46,0
128.05588621872198,4,4,8,1,18.36997142216556,36.19125161245284,233.21966666768196,8.312806774936574,50,0
71.96297874415438,5,0,8,3,44.06807528732965,72.74432675834021,266.98093147322305,9.554869858457174,46,0
111.73714187600541,5,2,6,3,21.77132395002022,26.44645018877233,361.1201080825251,8.669719401431175,46,0
143.80911251619958,7,0,12,3,59.69509507745664,68.48425744266247,303.1089614906144,12.587867046211429,49,1
80.18927349738624,5,1,11,3,44.67375988327678,50.58373742025996,206.02665180269167,10.359046603074923,57,0
88.67404540794456,3,1,5,2,22.033874303720214,42.65799506987014,210.15041763602994,13.697877237123716,59,0
101.99302730175282,4,2,12,3,30.200138050016104,52.505043825436076,308.10428463233876,10.808816308142834,55,0
89.93048691767602,7,1,14,3,37.536442816334635,61.00022010767272,343.1195287958844,5.174898364160378,59,0
68.98673137867735,5,1,12,3,37.83660474226708,70.50120105041596,219.1189270686925,12.11208321291711,43,0
101.37125949612054,7,0,9,2,34.42336259976197,54.69714534700298,322.4856303748254,6.98089675506009,54,0
78.7539257254779,8,0,10,2,42.5215903696611,36.63955872106584,366.51717537448593,10.461067334422678,42,0
109.47184861270364,7,0,9,2,28.770310533656303,50.83445185648683,394.39294939793194,8.45063188467231,48,0
81.61151531532394,5,0,4,5,26.33282331423967,77.25189854993559,316.5611379929938,14.285422068928373,54,0
130.9986881003508,8,2,9,2,26.531360120753895,70.21517128268937,325.3401297276237,12.87919585486027,52,0
84.33493415327526,4,1,12,6,38.58373231972127,63.63145217186538,193.34077861859282,8.516358716596484,61,0
93.55876967588648,6,1,3,4,33.65181040302646,61.9353053018358,404.98762739979946,9.745284663757776,46,0
116.27034434739339,8,0,8,3,32.91283665690256,60.49175135909813,271.2254893451939,10.489196139298436,58,0
75.3827136713209,6,0,6,3,37.952342492571816,67.38132251764804,253.32644207874793,11.726828143123221,49,0
104.54919869208258,3,2,16,0,9.489475921461448,43.15056821417142,287.23969327801876,10.058303824650025,40,0
126.14285508564856,8,0,7,5,33.1006882387515,29.673709013374907,375.5836707092716,7.950210201238266,49,0
67.85033530877544,4,1,9,2,32.18568888873716,51.03505251105592,410.4023023771774,8.564882721599894,55,0
103.69267717064608,7,3,10,3,46.68808081300705,37.736276198334636,306.2704339737922,9.991036407246417,55,0
105.19765588496847,2,1,12,3,14.71412017736333,34.17468866934223,349.9042086301828,12.468913957529383,54,0
115.6364574355462,10,1,8,4,45.57186632376758,39.195821351181024,302.1602024342752,10.855675721072087,46,0
75.26098578243835,6,0,10,2,30.75409128924666,87.27970886800529,248.1102263490908,8.453170146769969,58,0
73.59086773831447,4,1,7,5,34.88989530660045,52.04186951113766,373.8371835394145,11.29674555541958,50,0
110.43883131233795,5,3,6,1,46.75918787609376,55.428617545414824,268.89362598218054,9.22603032224368,64,1
105.93969346466372,6,1,11,4,35.60761268005573,31.664557894936188,376.7765386685941,11.780816010373682,43,0
105.00985700691753,4,2,13,0,34.00368289462561,22.343705618110555,364.9270664884542,15.05402083665721,56,1
106.9289641899395,5,1,7,6,32.422911858023184,37.71421035321791,330.7018131978604,9.282347258112901,41,0
86.39950556843019,6,0,12,2,25.165218650056232,71.57293377813122,391.44873781271764,11.603210319452742,44,0
104.64507394322007,3,1,15,2,29.71510875489607,55.01413199114781,411.6173016592869,8.50921333592454,47,0
105.86144946597362,7,1,12,1,22.844872338772515,58.97892637166588,291.23783185178445,9.775472465617405,40,0
85.71297163947264,7,0,9,4,29.55433100574518,61.078490588030924,259.56029407917845,10.059124573744203,63,0
137.31549022289514,8,3,9,1,6.640693029449032,41.129759303025835,206.78650813717638,9.612632679911238,48,0
109.47665841823576,4,1,9,4,34.290395675675484,70.81948375960052,412.2341127715128,14.926027377550048,38,0
76.17393005594703,7,0,3,3,28.782627462163745,40.50788601166727,278.0158995540775,9.386813850643236,50,0
113.1310721726766,3,0,6,2,26.637962633332357,71.09348538893829,356.751842855087,11.173703077569735,53,0
80.50636659545357,4,1,5,3,32.19758083940143,56.63453234203011,262.93723162452585,6.139826261353136,53,0
115.74169207484904,4,1,8,3,15.664360770345594,23.16432268630517,376.91328204560176,10.86399312673922,51,1
123.17191158014808,0,1,16,3,49.29269996621282,38.779857700991975,264.9941204092293,12.284109184704494,43,0
83.5863536329658,1,0,9,1,28.972325385124,23.22592200691843,240.41404331913284,8.944805314841899,45,0
119.26752258488644,1,3,10,2,28.541555670278104,67.44923199191314,289.57467845231247,4.979555717919174,52,0
108.25561853872996,7,1,8,4,20.346037898670776,49.62896868796398,273.4112149519181,9.92269646234535,46,0
116.4412031998898,5,0,9,2,30.239463824492613,16.574863400753294,329.81498927306063,10.034367700771057,55,0
137.93585965307895,5,1,13,5,43.869598902732804,55.63620322579487,297.4302536403738,11.448150101488608,39,0
95.09223767994258,8,1,11,4,40.35916209432034,41.9425360641752,331.3851197275961,14.021806070826868,67,0
84.9252767128502,3,2,8,4,38.54437751140556,27.74291217450015,285.4489263457353,9.239892698799386,46,0
82.20971140748954,5,1,7,3,35.46398951667272,75.16948755453046,266.74463144905974,8.28742375267944,57,0
83.68379430069123,3,1,10,1,26.414574724373903,51.60928799144868,270.8219726051963,7.666164397257114,46,0
98.45796581171791,5,0,17,0,15.498368329632981,45.59852896530031,402.2469399015513,10.3961572340632,49,0
106.82303949633288,1,0,11,2,27.98961228133365,44.008628285209745,311.2585466113468,10.958708517637003,50,0
105.53381598660039,7,0,11,1,27.64128535466323,27.300807962633417,200.81188952734777,8.908689211274831,57,0
116.54366498072048,2,1,8,1,40.48794439671241,30.431766506238358,273.98954932729595,11.557365491451579,39,0
100.26003783755814,4,0,8,4,33.0939044245982,69.27375177312625,304.84330162379376,10.93076815363835,40,0
129.07068154314635,6,1,3,1,46.12311527903548,42.89175695321421,392.2699840625189,10.08646337928978,65,0
94.70686333524088,7,2,9,3,41.974885400381744,50.33101551405295,351.434935794495,8.19517055851175,51,0
154.40338333179238,9,2,9,5,25.435043904959045,19.335042856983883,253.91410817590423,9.036271369030555,52,0
112.51334695530012,4,1,9,4,12.048708033801315,30.228619463067414,420.9177876786226,5.14048940463491,44,0
82.85684887167434,1,2,17,5,43.855752339414806,59.147187798121294,298.44198175992614,10.471574128396067,56,0
78.58215003877775,4,2,10,4,43.59385223230744,55.6656764017075,362.31649055374726,10.05268257749487,41,0
109.64944830486371,6,1,10,4,16.337884090977738,76.30062798086473,242.24957513000487,10.376957982178974,47,0
95.53074429348298,3,2,8,2,45.09240019827501,70.1443449744684,180.09184523745512,11.00863803112912,54,0
114.28000988184183,4,0,10,0,33.82117170592518,46.53933541272765,229.57842548158197,10.771642972864447,50,0
109.4647524914709,2,1,8,2,31.60685498125653,57.09430347069907,137.4833261902147,9.779233638707929,48,0
98.54342174686255,6,0,9,5,46.147832542473274,45.25094835645389,405.60446636264544,10.097336086325505,44,0
83.06412563863191,8,1,19,6,43.44685173230615,80.82214727957972,310.7266459443208,7.191367166607661,50,0
69.70305550628271,7,1,9,1,36.51330951995204,67.235220440786,253.76779907759843,8.832558708621148,54,0
91.06970095865958,2,0,9,0,34.73217065811983,52.54527636286627,322.63120149900607,10.100942107366922,35,0
117.12797588646944,6,1,7,4,36.16394290530359,53.005921773145275,309.46670180900827,8.52829284817528,43,0
104.28187488260409,9,0,10,4,25.99942566117474,71.67275430889711,331.0466697806996,11.720301591745093,51,0
75.08522442576023,3,0,13,5,29.44898550267679,58.69366770670771,360.47657005681344,8.68273583808994,46,0
103.46361851702363,8,1,8,3,20.976828454054573,73.37942025605129,285.5039423487492,10.432610822496633,58,0
107.70634759457674,7,0,8,1,26.66960224261081,17.0952811061169,256.00803469495065,10.233131313630672,43,0
82.32285127597734,6,0,7,5,26.33366121331067,56.91842392248197,341.3887607185959,11.49255518722082,64,0
103.07450211891056,10,3,7,2,23.646946303783352,42.26847702977923,340.1166388942233,11.801582348056604,45,0
101.16417436892,5,1,10,4,31.36746502648463,76.34566981441989,305.03679040606727,11.388065221935879,55,0
77.14059404338754,5,1,7,1,26.760191492994228,73.19598030784744,408.8777094340386,5.787987597233733,51,0
107.15574720696567,5,2,13,4,35.02234720351974,50.4925371365196,278.1088938569174,12.388296296026253,47,0
111.21569052736469,5,0,12,6,13.776793867062345,73.03446468216548,255.00710141823657,13.054616448389195,49,0
121.66102486350553,4,0,13,1,28.866452058927003,76.74671779988759,320.9045713753301,9.035751431357061,51,1
121.07604104069806,10,3,7,3,31.315516401774957,51.11610007889221,266.2531071543251,10.4732938253457,54,0
72.44661264085818,3,3,6,2,26.893707601631196,87.07900658647786,324.7758262072448,8.218336639738435,51,0
81.24349920169755,2,1,10,2,28.276073001907687,49.529882709954165,258.349587208028,6.103242986535697,37,0
110.3007053441732,6,2,12,4,14.147539892701426,46.78218574496137,279.9878858534057,8.522569468915227,51,0
110.27571901824417,4,0,12,5,33.56477104669492,62.98808882876515,394.54202100195823,8.91972192107278,43,0
110.30095372612095,4,2,8,1,36.4760598256707,44.69313903286529,279.7206321626161,9.29029853729637,53,0
177.05462981309444,8,1,8,2,34.93537294203767,51.28009663692341,260.05742279913517,8.082171819988025,42,0
111.41781021386333,5,2,13,4,40.38727059442183,71.14151636076365,358.533939435325,8.533149666365523,38,0
122.71131280361197,4,0,8,4,32.01529605782502,50.288282783259056,247.4479024856653,9.977987356743185,51,0
119.08003526986406,7,1,10,4,34.78681180650937,24.574733105370385,265.3528384926466,8.459546033779716,58,0
113.02782502611596,4,1,7,6,31.560907384568523,55.50979081773795,328.8280560254497,11.087048665100056,50,0
93.69461510719309,2,3,7,3,36.87550719592494,39.55559631421408,346.9205711936646,11.36332130279488,55,1
115.17938440986535,2,1,16,4,14.22770363867878,62.97906735941819,361.0238195540537,14.760775492328978,58,0
84.54349570924856,3,0,14,4,21.064190320219893,60.44284573739368,262.6389083889758,12.251359864246924,53,0
95.26362786519982,3,3,11,1,45.86899657033091,72.07100522249783,329.800433649306,10.48620611665683,58,0
90.29272904341794,8,0,13,2,5.395641779037948,63.61298451189045,276.69459002279103,8.759471406664643,51,0
101.63748278772646,6,0,6,1,28.59822070174656,66.35366425487098,269.7172183244684,10.587494703347998,39,0
146.29317133347018,0,2,13,2,41.72274959608068,39.9635485979343,360.16063911461424,10.653191919832713,59,0
62.65469614816504,8,1,9,1,29.067393344582353,62.059797438357535,272.5222802070207,8.973373821988679,63,0
113.72520380749027,5,0,9,8,25.949889285493025,79.52676934040436,313.910229801049,11.567462793505754,61,0
67.74568257620697,4,0,10,2,31.294216768153003,39.67025137044849,307.77897346153196,7.203803970636249,55,0
90.56136268421133,5,1,5,2,26.468798199975534,76.99607437590647,246.46228118307488,9.511200328924978,40,0
121.77901193934733,7,1,10,6,30.30849492756939,41.759748631980045,348.30464276781606,11.111716918634814,57,0
101.28560038190926,6,3,7,2,23.166189634798705,37.220431324250384,328.0140446839477,9.424831704815807,50,0
78.44510444141387,3,1,10,2,41.086744199557245,54.44300665032257,200.68546940647894,9.586491193141457,42,0
85.69392581480064,4,2,13,0,44.23264921065661,60.73865624193214,313.87105556186714,9.72442827761544,46,0
113.59195497869352,2,0,6,1,28.666096778883773,63.67625185958397,261.35132829166895,8.328797518624508,51,0
85.39266736565727,4,2,11,1,16.13510579308757,35.573563688401975,354.8537653206314,12.347801863148415,62,0
104.3291717916395,1,1,12,4,24.76156829686605,56.51810145881436,227.7300081609621,7.96392465615437,50,0
100.91143679807628,9,0,7,2,28.160113398970356,39.716681427747424,282.1761515685228,10.636318654819771,46,0
86.96799304788365,3,1,17,5,35.05538876903208,27.66616615894135,318.1012275494233,10.827295796564748,51,0
142.8788817865065,1,2,11,3,19.91986776829322,36.06895526700823,302.71701470709377,8.102756197582066,46,0
112.67838044636022,5,1,9,3,22.308376813578494,38.73649451066272,338.14791283569855,10.146208508761486,49,0
59.49714826684786,4,1,11,5,35.106761378588075,57.823927405287606,224.07890069953555,8.180735654510595,54,0
103.72908629538856,6,1,12,3,39.38908832039558,67.28320494603003,382.5957168433689,12.78208495011189,50,0
86.76427070463224,5,1,10,3,23.784059548293158,27.901900551871,326.2572329394136,7.722434126047574,61,0
117.04866669592448,8,0,10,5,16.66782946049004,55.27941611312083,367.9859106500448,8.692205811536072,59,1
84.14958523134598,5,1,9,4,62.84118201287884,32.3495272134364,343.7120084616621,7.551549983288838,60,0
97.70527117066202,7,1,5,1,37.833042370887135,59.43628113521001,299.41949427724785,7.284602546264896,54,0
110.09974557960915,4,1,15,4,27.329962382329683,40.65904128494378,235.79008945444195,13.182430581764587,41,0
117.31510388340243,1,1,8,3,38.6903127553084,34.23006472965082,271.82234093756495,11.085549347825124,53,0
75.99407185888447,5,1,5,1,28.75543370285578,61.994967730213624,379.4781666431289,10.280586851401088,55,0
93.30997528318103,4,2,14,3,38.67156889100186,41.19616091832358,369.27188908281914,8.686846073306157,56,1
90.50109377678088,3,1,11,2,31.59393197776222,45.260540729709525,269.0200009948155,11.815223622093537,45,0
86.93341534852576,2,1,14,3,30.91271898167573,16.700163686654356,159.08478568989105,8.351555121265093,55,0
135.30908480562192,12,2,8,1,28.864181317692115,64.1982704213521,289.36551328474405,11.587278588660206,51,0
108.09963421921911,5,1,14,1,15.526186665369101,62.313627817536606,285.6148555935442,8.254977446788727,46,0
74.78232091329909,10,1,12,2,49.3809489939314,50.08186766421971,287.51136939798084,8.710984596248656,49,0
118.35723894109552,6,1,9,4,20.584660797322567,27.086285879663613,326.4269600915701,11.516564772235842,38,1
142.44312394025266,1,0,15,2,16.399764236894054,68.14053767502145,343.8106289660832,11.727654688311535,52,0
120.64930521102293,6,0,8,2,27.87140117243633,40.00604920458813,349.5149773549762,11.194945867793523,55,0
69.61260068091974,2,0,8,4,20.385281864894935,43.199698248491174,322.28545700676835,7.90065176848641,54,0
90.31531854267497,4,0,11,2,29.48287209439729,84.68066084539296,209.9614649038682,9.106546268554343,55,1
125.33822298373245,5,3,4,3,36.87763848561769,39.44545333836155,282.94001336533523,10.313797482397026,45,1
85.84661068762438,8,0,12,4,39.95302900529223,61.1331494363975,415.2044891774595,8.301438076179817,46,0
108.87638856292457,4,1,9,5,38.14730721621682,58.43138393123927,318.7108367401239,12.741925520258587,58,0
115.49268106858673,2,2,9,3,26.943679452143197,55.85258289320128,318.39097842219326,5.196106112098908,58,0
81.46139056843833,1,1,7,2,30.49591827661586,54.230008138317665,317.9742969886929,8.442520969261695,60,0
98.809492878764,8,1,12,5,34.07879050897491,55.64582842833799,320.7689811252995,8.980866994260337,53,0
35.17465319861854,8,0,13,4,12.422125760579274,54.07910886410811,180.84439094570382,4.3121126704564645,36,0
79.51224717331421,4,1,12,1,35.7058470011986,49.22122461835909,288.02378415444656,7.207541739527619,42,0
94.9486369721368,1,1,12,5,15.427007124161685,72.66924686166114,298.1053584102655,11.250579025084138,52,0
75.04433636070301,9,1,14,2,50.40346598906489,30.310091588010827,364.07476996267064,10.060567273105928,43,0
